slang,formal,context,category1,category2,category3
gk,enggak,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",abreviasi,0,0
elo,lo,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",anaptiksis,0,0
utk,untuk,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",abreviasi,0,0
jg,juga,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",abreviasi,0,0
dgr,dengar,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",abreviasi,0,0
elo,lo,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",anaptiksis,0,0
gk,enggak,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",abreviasi,0,0
y,ya,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",abreviasi,0,0
gak,enggak,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",zeroisasi,0,0
gitu,begitu,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",abreviasi,0,0
aja,saja,"Cup cup cup @nindya.auliya sabar y istri ke 3, gue gk kenal elo, utk apa jg gue dgr kata elo, kalau dia gk mau punya haters y gak usah punya sosmedlah. GITU AJA KOK REPOT, wkwkwk",zeroisasi,0,0
kurng,kurang,dasar haters para ababil? kurng menikmati hidup dan bahagia kali ya :),abreviasi,0,0
kepoin,mengepoi,"Mau ditabok duit tiap hari? Mau dapat duit banyak hanya dengan main hp? Yuk join bareng aku.di database supplier ,,,kepoin ig aku yuk,,dibimbing sampe bisa loh kak,, kapan lagi bisa jadi jutawan muda ???",afiksasi,0,0
sampe,sampai,"Mau ditabok duit tiap hari? Mau dapat duit banyak hanya dengan main hp? Yuk join bareng aku.di database supplier ,,,kepoin ig aku yuk,,dibimbing sampe bisa loh kak,, kapan lagi bisa jadi jutawan muda ???",monoftongisasi,0,0
nangis,menangis,Ya allah lucu inget anak pas baru lahir nangis kenceng bnget????,afiksasi,0,0
bnget,banget,Ya allah lucu inget anak pas baru lahir nangis kenceng bnget????,abreviasi,0,0
nangiiiiis,menangis,"Nangiiiiis ... Bagus sekali tuh anak , takut dosa .... makanya nangiiis",afiksasi,elongasi,0
nangiiis,menangis,"Nangiiiiis ... Bagus sekali tuh anak , takut dosa .... makanya nangiiis",afiksasi,elongasi,0
kasian,kasihan,"@wulandahri_vina ya bener banget , mereka kurang menikmati hidup,kasian banget selama hidupnya cuma  bisa ngomentarin kehidupan org,tuhan aja maha pemaaf, lah ini manusia suka nya menghakimi org, udh kaya tuhan aja idupnya, awas mulutmu bisa jadi kutukan ",zeroisasi,0,0
ngomentarin,mengomentari,"@wulandahri_vina ya bener banget , mereka kurang menikmati hidup,kasian banget selama hidupnya cuma  bisa ngomentarin kehidupan org,tuhan aja maha pemaaf, lah ini manusia suka nya menghakimi org, udh kaya tuhan aja idupnya, awas mulutmu bisa jadi kutukan ",afiksasi,0,0
org,orang,"@wulandahri_vina ya bener banget , mereka kurang menikmati hidup,kasian banget selama hidupnya cuma  bisa ngomentarin kehidupan org,tuhan aja maha pemaaf, lah ini manusia suka nya menghakimi org, udh kaya tuhan aja idupnya, awas mulutmu bisa jadi kutukan ",abreviasi,0,0
aja,saja,"@wulandahri_vina ya bener banget , mereka kurang menikmati hidup,kasian banget selama hidupnya cuma  bisa ngomentarin kehidupan org,tuhan aja maha pemaaf, lah ini manusia suka nya menghakimi org, udh kaya tuhan aja idupnya, awas mulutmu bisa jadi kutukan ",zeroisasi,0,0
org,orang,"@wulandahri_vina ya bener banget , mereka kurang menikmati hidup,kasian banget selama hidupnya cuma  bisa ngomentarin kehidupan org,tuhan aja maha pemaaf, lah ini manusia suka nya menghakimi org, udh kaya tuhan aja idupnya, awas mulutmu bisa jadi kutukan ",abreviasi,0,0
udh,sudah,"@wulandahri_vina ya bener banget , mereka kurang menikmati hidup,kasian banget selama hidupnya cuma  bisa ngomentarin kehidupan org,tuhan aja maha pemaaf, lah ini manusia suka nya menghakimi org, udh kaya tuhan aja idupnya, awas mulutmu bisa jadi kutukan ",abreviasi,0,0
idupnya,hidupnya,"@wulandahri_vina ya bener banget , mereka kurang menikmati hidup,kasian banget selama hidupnya cuma  bisa ngomentarin kehidupan org,tuhan aja maha pemaaf, lah ini manusia suka nya menghakimi org, udh kaya tuhan aja idupnya, awas mulutmu bisa jadi kutukan ",zeroisasi,0,0
ortunya,orang tuanya,@setyorini_78 ya ampun anda .. Cukup Bully ortunya.. Ini bayi gk tau dosa ibu bapaknya woey!! bloghhh biadab lah org2 yg sukanya ngomongin orang terus,akronim,0,0
gk,enggak,@setyorini_78 ya ampun anda .. Cukup Bully ortunya.. Ini bayi gk tau dosa ibu bapaknya woey!! bloghhh biadab lah org2 yg sukanya ngomongin orang terus,abreviasi,0,0
woey,woy,@setyorini_78 ya ampun anda .. Cukup Bully ortunya.. Ini bayi gk tau dosa ibu bapaknya woey!! bloghhh biadab lah org2 yg sukanya ngomongin orang terus,anaptiksis,0,0
bloghhh,goblok,@setyorini_78 ya ampun anda .. Cukup Bully ortunya.. Ini bayi gk tau dosa ibu bapaknya woey!! bloghhh biadab lah org2 yg sukanya ngomongin orang terus,abreviasi,elongasi,anaptiksis
org2,orang-orang,@setyorini_78 ya ampun anda .. Cukup Bully ortunya.. Ini bayi gk tau dosa ibu bapaknya woey!! bloghhh biadab lah org2 yg sukanya ngomongin orang terus,abreviasi,reduplikasi,0
yg,yang,@setyorini_78 ya ampun anda .. Cukup Bully ortunya.. Ini bayi gk tau dosa ibu bapaknya woey!! bloghhh biadab lah org2 yg sukanya ngomongin orang terus,abreviasi,0,0
ngomongin,mengomongkan,@setyorini_78 ya ampun anda .. Cukup Bully ortunya.. Ini bayi gk tau dosa ibu bapaknya woey!! bloghhh biadab lah org2 yg sukanya ngomongin orang terus,afiksasi,0,0
nyimak,menyimak,Nyimak doank lbh seru baca komen nya orang2 naif vs orang2 ababil,afiksasi,0,0
doank,doang,Nyimak doank lbh seru baca komen nya orang2 naif vs orang2 ababil,subtitusi,homofon,0
lbh,lebih,Nyimak doank lbh seru baca komen nya orang2 naif vs orang2 ababil,abreviasi,0,0
orang2,orang-orang,Nyimak doank lbh seru baca komen nya orang2 naif vs orang2 ababil,reduplikasi,0,0
orang2,orang-orang,Nyimak doank lbh seru baca komen nya orang2 naif vs orang2 ababil,reduplikasi,0,0
nangis,menangis,@setyorini_78 semua bayi kalo baru lahir pasti nangis.. Kalo gak nangis itu berarti bayi nya cacat !!,afiksasi,0,0
"abal""",abal-abal,"Anak abal""",reduplikasi,0,0
kasian,kasihan,YaAlloh kasian banget bayinya udah dikata2in ?,zeroisasi,0,0
dikata2in,dikata-katai,YaAlloh kasian banget bayinya udah dikata2in ?,reduplikasi,afiksasi,0
bnyk,banyak,"anjir masih bayi aja bnyk yg ngehina, gmna makin gede. nyahaha.",abreviasi,0,0
yg,yang,"anjir masih bayi aja bnyk yg ngehina, gmna makin gede. nyahaha.",abreviasi,0,0
ngehina,menghina,"anjir masih bayi aja bnyk yg ngehina, gmna makin gede. nyahaha.",afiksasi,0,0
gmna,bagaimana,"anjir masih bayi aja bnyk yg ngehina, gmna makin gede. nyahaha.",abreviasi,0,0
smoga,semoga,"SUCInya Bayi kecil mungil itu. . . ? Smoga jd anak yg Sholeh berguna dimasa depan, agar kelak bs jd Kebanggan u' Sang Bunda dan Ayahnya. Amin",zeroisasi,0,0
jd,jadi,"SUCInya Bayi kecil mungil itu. . . ? Smoga jd anak yg Sholeh berguna dimasa depan, agar kelak bs jd Kebanggan u' Sang Bunda dan Ayahnya. Amin",abreviasi,0,0
yg,yang,"SUCInya Bayi kecil mungil itu. . . ? Smoga jd anak yg Sholeh berguna dimasa depan, agar kelak bs jd Kebanggan u' Sang Bunda dan Ayahnya. Amin",abreviasi,0,0
bs,bisa,"SUCInya Bayi kecil mungil itu. . . ? Smoga jd anak yg Sholeh berguna dimasa depan, agar kelak bs jd Kebanggan u' Sang Bunda dan Ayahnya. Amin",abreviasi,0,0
jd,jadi,"SUCInya Bayi kecil mungil itu. . . ? Smoga jd anak yg Sholeh berguna dimasa depan, agar kelak bs jd Kebanggan u' Sang Bunda dan Ayahnya. Amin",abreviasi,0,0
kebanggan,kebanggaan,"SUCInya Bayi kecil mungil itu. . . ? Smoga jd anak yg Sholeh berguna dimasa depan, agar kelak bs jd Kebanggan u' Sang Bunda dan Ayahnya. Amin",abreviasi,0,0
udah,sudah,muljem udah di bullli masih aja angkuh and sombong..ngaca donk muljem jg makin benci dah wuekkkkkkk,zeroisasi,0,0
ngaca,mengaca,muljem udah di bullli masih aja angkuh and sombong..ngaca donk muljem jg makin benci dah wuekkkkkkk,afiksasi,0,0
donk,dong,muljem udah di bullli masih aja angkuh and sombong..ngaca donk muljem jg makin benci dah wuekkkkkkk,homofon,subtitusi,0
jg,juga,muljem udah di bullli masih aja angkuh and sombong..ngaca donk muljem jg makin benci dah wuekkkkkkk,abreviasi,0,0
dah,deh,muljem udah di bullli masih aja angkuh and sombong..ngaca donk muljem jg makin benci dah wuekkkkkkk,modifikasi vokal,0,0
jngn,jangan,Jngn suka menghina,abreviasi,0,0
klo,kalo,Klo anak kalian di hina seperti itu gimana... biarkan proses karma yang mnjawab,zeroisasi,0,0
gimana,bagaimana,Klo anak kalian di hina seperti itu gimana... biarkan proses karma yang mnjawab,abreviasi,0,0
mnjawab,menjawab,Klo anak kalian di hina seperti itu gimana... biarkan proses karma yang mnjawab,abreviasi,0,0
woooiiiiiiii,woy,Dosa woooiiiiiiii dosaaaaaaaaaa. Ingt karmaaa woooiiiii,elongasi,subtitusi,homofon
dosaaaaaaaaaa,dosa,Dosa woooiiiiiiii dosaaaaaaaaaa. Ingt karmaaa woooiiiii,elongasi,0,0
ingt,ingat,Dosa woooiiiiiiii dosaaaaaaaaaa. Ingt karmaaa woooiiiii,abreviasi,0,0
karmaaa,karma,Dosa woooiiiiiiii dosaaaaaaaaaa. Ingt karmaaa woooiiiii,elongasi,0,0
woooiiiii,woy,Dosa woooiiiiiiii dosaaaaaaaaaa. Ingt karmaaa woooiiiii,elongasi,subtitusi,homofon
yg,yang,yg punya ig nya adem ayem...yg ribut yg komen...saya mah mau jual kacang rebus aja disini lah...kali aja laku...amin,abreviasi,0,0
yg,yang,yg punya ig nya adem ayem...yg ribut yg komen...saya mah mau jual kacang rebus aja disini lah...kali aja laku...amin,abreviasi,0,0
ngkkkkkk,mengakak,"Cp ny bikin ngkkkkkk,,yg ad pengikut makny perebut suami orng,,,,,wdooohhh,,ank ap y,,,ehemmmm",abreviasi,elongasi,afiksasi
yg,yang,"Cp ny bikin ngkkkkkk,,yg ad pengikut makny perebut suami orng,,,,,wdooohhh,,ank ap y,,,ehemmmm",abreviasi,0,0
ad,ada,"Cp ny bikin ngkkkkkk,,yg ad pengikut makny perebut suami orng,,,,,wdooohhh,,ank ap y,,,ehemmmm",abreviasi,0,0
makny,maknya,"Cp ny bikin ngkkkkkk,,yg ad pengikut makny perebut suami orng,,,,,wdooohhh,,ank ap y,,,ehemmmm",abreviasi,0,0
orng,orang,"Cp ny bikin ngkkkkkk,,yg ad pengikut makny perebut suami orng,,,,,wdooohhh,,ank ap y,,,ehemmmm",abreviasi,0,0
wdooohhh,waduh,"Cp ny bikin ngkkkkkk,,yg ad pengikut makny perebut suami orng,,,,,wdooohhh,,ank ap y,,,ehemmmm",abreviasi,modifikasi vokal,elongasi
ank,anak,"Cp ny bikin ngkkkkkk,,yg ad pengikut makny perebut suami orng,,,,,wdooohhh,,ank ap y,,,ehemmmm",abreviasi,0,0
ap,apa,"Cp ny bikin ngkkkkkk,,yg ad pengikut makny perebut suami orng,,,,,wdooohhh,,ank ap y,,,ehemmmm",abreviasi,0,0
y,ya,"Cp ny bikin ngkkkkkk,,yg ad pengikut makny perebut suami orng,,,,,wdooohhh,,ank ap y,,,ehemmmm",abreviasi,0,0
kasihn,kasihan,"Kasihn bru lhirr,,dpt bulian...nd hujatann palgi kl dh besar,,,",abreviasi,0,0
bru,baru,"Kasihn bru lhirr,,dpt bulian...nd hujatann palgi kl dh besar,,,",abreviasi,0,0
lhirr,lahir,"Kasihn bru lhirr,,dpt bulian...nd hujatann palgi kl dh besar,,,",abreviasi,0,0
dpt,dapat,"Kasihn bru lhirr,,dpt bulian...nd hujatann palgi kl dh besar,,,",afiksasi,0,0
hujatann,hujatan,"Kasihn bru lhirr,,dpt bulian...nd hujatann palgi kl dh besar,,,",elongasi,0,0
palgi,apalagi,"Kasihn bru lhirr,,dpt bulian...nd hujatann palgi kl dh besar,,,",abreviasi,0,0
kl,kalo,"Kasihn bru lhirr,,dpt bulian...nd hujatann palgi kl dh besar,,,",abreviasi,0,0
dh,dah,"Kasihn bru lhirr,,dpt bulian...nd hujatann palgi kl dh besar,,,",abreviasi,0,0
yaa,ya,Follow yaa,elongasi,0,0
wihhh,wih,wihhh kakakkk cantik bgt,elongasi,0,0
kakakkk,kakak,wihhh kakakkk cantik bgt,elongasi,0,0
bgt,banget,wihhh kakakkk cantik bgt,abreviasi,0,0
bagusss,bagus,"Bagusss, bangat @julstelle",elongasi,0,0
bangat,banget,"Bagusss, bangat @julstelle",modifikasi vokal,0,0
yah,ya,"Hi sis, Aku dari AccessorizeID and i'm such a big fan of you. Aku mau tanya kalo aku boleh endorse for u. Pls line me yah at Accessorize_id :) Thankyou",anaptiksis,0,0
yuuk,yuk,"GROSIR & ECER pakaian, tas, flatshoes, aksesoris dll. Cuss follow dan Cek ig kita yuuk!! Harga super murah banyak SALE di akhir bulan juga loh",elongasi,0,0
yaa,ya,"K jullee,,fllbck yaa :)",elongasi,0,0
bgt,banget,MasyaAllah cantik bgt,abreviasi,0,0
jt,juta,"@cicimaulanii @kesia_natalia ini yang kata cici alila di bali. Vila nya 20jt an , ajak berapa puluh orang baru berangkat? Wkwkwk",abreviasi,0,0
ngets,banget,???zara hnm f21 murah.. Cantik ngets kak,abreviasi,anaptiksis,0
stp,setiap,Only today..get special proces stp penbelian aksesoris kalung :),abreviasi,0,0
penbelian,pembelian,Only today..get special proces stp penbelian aksesoris kalung :),salah ketik,0,0
cuaantik,cantik,Cuaantik,anaptiksis,elongasi,0
sukakkk,suka,"Sukakkk bgt m julie,,,,,,",anaptiksis,elongasi,0
bgt,banget,"Sukakkk bgt m julie,,,,,,",abreviasi,0,0
m,sama,"Sukakkk bgt m julie,,,,,,",word-value letter,0,0
pingin,pengin,Pingin punya tutu skirt keren yg bisa di costum made? Check ig kita. Don't miss it!!,modifikasi vokal,0,0
yg,yang,Pingin punya tutu skirt keren yg bisa di costum made? Check ig kita. Don't miss it!!,abreviasi,0,0
jgn,jangan,@rirhyn_jhuliani jgn jealous yak hihihi ?,abreviasi,0,0
yak,ya,@rirhyn_jhuliani jgn jealous yak hihihi ?,anaptiksis,0,0
yaa,ya,Yaa ampun cucokkk bngettt bkin meleleh lyt expresi @billydavidson_ natap audi,elongasi,0,0
cucokkk,cocok,Yaa ampun cucokkk bngettt bkin meleleh lyt expresi @billydavidson_ natap audi,modifikasi vokal,elongasi,0
bngettt,banget,Yaa ampun cucokkk bngettt bkin meleleh lyt expresi @billydavidson_ natap audi,abreviasi,0,0
bkin,bikin,Yaa ampun cucokkk bngettt bkin meleleh lyt expresi @billydavidson_ natap audi,abreviasi,0,0
lyt,lihat,Yaa ampun cucokkk bngettt bkin meleleh lyt expresi @billydavidson_ natap audi,abreviasi,subtitusi,zeroisasi
expresi,ekspresi,Yaa ampun cucokkk bngettt bkin meleleh lyt expresi @billydavidson_ natap audi,subtitusi,homofon,0
natap,menatap,Yaa ampun cucokkk bngettt bkin meleleh lyt expresi @billydavidson_ natap audi,afiksasi,0,0
gilaaa,gila,Gilaaa cocok bgt @billydavidson_ @audimarissa,elongasi,0,0
bgt,banget,Gilaaa cocok bgt @billydavidson_ @audimarissa,abreviasi,0,0
gk,enggak,Gk ccok,abreviasi,0,0
ccok,cocok,Gk ccok,abreviasi,0,0
helloo,halo,@rivanyaayu_31  helloo kan pendapat orang masing masing,modifikasi vokal,elongasi,0
yg,yang,@rivanyaayu_31 haha berarti anda yg salah presepsi,abreviasi,0,0
emang,memang,Emang beneran pacaran?,zeroisasi,0,0
mh,mah,@mariamarizka ya cocokan audi lah...michel mh kan udah punya marcell darwin ... lagian body audi lebih bohay dripada michel kerempeng,abreviasi,0,0
udah,sudah,@mariamarizka ya cocokan audi lah...michel mh kan udah punya marcell darwin ... lagian body audi lebih bohay dripada michel kerempeng,zeroisasi,0,0
dripada,daripada,@mariamarizka ya cocokan audi lah...michel mh kan udah punya marcell darwin ... lagian body audi lebih bohay dripada michel kerempeng,abreviasi,0,0
sama2,sama-sama,Sama2 flat haha,reduplikasi,0,0
difotoin,difoto,"Bisa usul,please difotoin dong Jessica Mila&Kevin Julio,mreka psangan yg romantis skali, @dierabachir sama kayak Audi Billy",afiksasi,0,0
mreka,mereka,"Bisa usul,please difotoin dong Jessica Mila&Kevin Julio,mreka psangan yg romantis skali, @dierabachir sama kayak Audi Billy",zeroisasi,0,0
psangan,pasangan,"Bisa usul,please difotoin dong Jessica Mila&Kevin Julio,mreka psangan yg romantis skali, @dierabachir sama kayak Audi Billy",abreviasi,0,0
yg,yang,"Bisa usul,please difotoin dong Jessica Mila&Kevin Julio,mreka psangan yg romantis skali, @dierabachir sama kayak Audi Billy",abreviasi,0,0
skali,sekali,"Bisa usul,please difotoin dong Jessica Mila&Kevin Julio,mreka psangan yg romantis skali, @dierabachir sama kayak Audi Billy",zeroisasi,0,0
knp,kenapa,knp ini sweet bgttt,abreviasi,0,0
bgttt,banget,knp ini sweet bgttt,abreviasi,elongasi,0
cakepp,cakep,Cakepp @karenshuang_ ??,elongasi,0,0
ngiriii,mengiri,Ngiriii ?,afiksasi,elongasi,0
coxok,cocok,Coxok bgt kak @audimarissa & kak @billydavidson_,subtitusi,0,0
bgt,banget,Coxok bgt kak @audimarissa & kak @billydavidson_,abreviasi,0,0
buatin,buatkan,Kak buatin lg napa photoshoot @audimarissa  @billydavidson_ @ijunalkaff  plisss yahhh kak??,afiksasi,0,0
lg,lagi,Kak buatin lg napa photoshoot @audimarissa  @billydavidson_ @ijunalkaff  plisss yahhh kak??,abreviasi,0,0
napa,kenapa,Kak buatin lg napa photoshoot @audimarissa  @billydavidson_ @ijunalkaff  plisss yahhh kak??,abreviasi,0,0
yahhh,ya,Kak buatin lg napa photoshoot @audimarissa  @billydavidson_ @ijunalkaff  plisss yahhh kak??,anaptiksis,elongasi,0
binggo,banget,Envy binggo cak kapan aku ro dimas koyo ngono uhuk @ocaak_,coinage,0,0
yng,yang,Terus yng ini @sylviarivian,abreviasi,0,0
udah,sudah,Udah liat ? @nasyawalia,zeroisasi,0,0
liat,lihat,Udah liat ? @nasyawalia,zeroisasi,0,0
nihhh,nih,@monicasterina nihhh,elongasi,0,0
statusx,statusnya,Statusx cem @aliandooo @prillylatuconsina96 yee..masih sahabatan mulu klo di tanya..,word-value letter,0,0
cem,macam,Statusx cem @aliandooo @prillylatuconsina96 yee..masih sahabatan mulu klo di tanya..,abreviasi,modifikasi vokal,0
yee,ya,Statusx cem @aliandooo @prillylatuconsina96 yee..masih sahabatan mulu klo di tanya..,modifikasi vokal,elongasi,0
klo,kalo,Statusx cem @aliandooo @prillylatuconsina96 yee..masih sahabatan mulu klo di tanya..,zeroisasi,0,0
cntik,cantik,Cntik n ganteng bgt...,abreviasi,0,0
bgt,banget,Cntik n ganteng bgt...,abreviasi,0,0
bgt,banget,Jujur ka.. aku kagum bgt sama kaka.!!!??,abreviasi,0,0
kaka,kakak,Jujur ka.. aku kagum bgt sama kaka.!!!??,zeroisasi,0,0
y,ya,Di video kok merem terus ? Malu y?,abreviasi,0,0
ngikutin,mengikuti,Dia kok matanya ngikutin aku boo ? @debyanjani,afiksasi,0,0
ngikutin,mengikuti,Kamu yang ngikutin dia kali ? @helloamay,afiksasi,0,0
cewe,cewek,Cewe aja wajahnya kah licin sm rio ?,zeroisasi,0,0
aja,saja,Cewe aja wajahnya kah licin sm rio ?,zeroisasi,0,0
sm,sama,Cewe aja wajahnya kah licin sm rio ?,abreviasi,0,0
sunggu,sungguh,Subhanallah Sunggu luar biasa ciptaan -MU TUHAN .mmm udh sholeh beprestasi lagiii.... ??????,zeroisasi,0,0
udh,sudah,Subhanallah Sunggu luar biasa ciptaan -MU TUHAN .mmm udh sholeh beprestasi lagiii.... ??????,abreviasi,0,0
lagiii,lagi,Subhanallah Sunggu luar biasa ciptaan -MU TUHAN .mmm udh sholeh beprestasi lagiii.... ??????,elongasi,0,0
denger,dengar,Kok kita denger dia bilang melbourne kaya cirebon ya ??. @riskirosdiana,modifikasi vokal,0,0
ammiiin,amin,Ammiiin,elongasi,0,0
haddeh,aduh,Haddeh dek cak lah km tengok @miftahfurqon1,anaptiksis,modifikasi vokal,elongasi
km,kamu,Haddeh dek cak lah km tengok @miftahfurqon1,abreviasi,0,0
maaasss,mas,"Maaasss.. melek malas ? klo ngomong jangan merem, nanti di tinggal lari. @rharyantoracing",elongasi,0,0
klo,kalo,"Maaasss.. melek malas ? klo ngomong jangan merem, nanti di tinggal lari. @rharyantoracing",zeroisasi,0,0
ngomong,mengomong,"Maaasss.. melek malas ? klo ngomong jangan merem, nanti di tinggal lari. @rharyantoracing",afiksasi,0,0
nggak,enggak,Nggak mau melek ini gimana @diahptanti @ferlianameydikaa @umaro2320,zeroisasi,0,0
bgt,banget,Sipit bgt?,abreviasi,0,0
segerrrr,segar,Segerrrr @achy_r,elongasi,modifikasi vokal,0
ilang,hilang,Matanya ilang?,zeroisasi,0,0
kemn,kemana,ih rin itu mata nya kemn y? lihat g @karinakhansa2_,abreviasi,0,0
y,ya,ih rin itu mata nya kemn y? lihat g @karinakhansa2_,abreviasi,0,0
g,enggak,ih rin itu mata nya kemn y? lihat g @karinakhansa2_,word-value letter,abreviasi,0
suipit,sipit,Wkwk suipit jan.. y wkwk ngomong aj matanya gk kelihatan bk ketawa piye?? @ditaapdh,anaptiksis,0,0
y,ya,Wkwk suipit jan.. y wkwk ngomong aj matanya gk kelihatan bk ketawa piye?? @ditaapdh,abreviasi,0,0
ngomong,mengomong,Wkwk suipit jan.. y wkwk ngomong aj matanya gk kelihatan bk ketawa piye?? @ditaapdh,afiksasi,0,0
aj,saja,Wkwk suipit jan.. y wkwk ngomong aj matanya gk kelihatan bk ketawa piye?? @ditaapdh,abreviasi,0,0
gk,enggak,Wkwk suipit jan.. y wkwk ngomong aj matanya gk kelihatan bk ketawa piye?? @ditaapdh,abreviasi,0,0
"sama""",sama-sama,"Iya kak sama""",reduplikasi,0,0
sipiit,sipit,Sipiit ?,elongasi,0,0
ga,enggak,mas jangan syuting outdoor suaranya ga kedengeran,abreviasi,zeroisasi,0
kedengeran,kedengaran,mas jangan syuting outdoor suaranya ga kedengeran,modifikasi vokal,0,0
akn,akan,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???",abreviasi,0,0
slalu,selalu,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???",zeroisasi,0,0
smua,semua,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???",zeroisasi,0,0
yg,yang,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???",abreviasi,0,0
kaka,kakak,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???",zeroisasi,0,0
semangaatt,semangat,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???",elongasi,0,0
trus,terus,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???",zeroisasi,0,0
yaah,ya,"Pasti akn slalu kita dukung da n smua doa yg terbaik untuk kaka, semangaatt trus yaah kak @rharyantoracing ???",anaptiksis,elongasi,0
promil,program hamil,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056",akronim,0,0
krn,karena,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056",abreviasi,0,0
tdk,tidak,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056",abreviasi,0,0
lancr,lancar,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056",abreviasi,0,0
keputihn,keputihan,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056",abreviasi,0,0
gratisss,gratis,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056",elongasi,0,0
km,kami,"??????Mewujudkan promil bunda, krn siklus haid tdk lancr, keputihn, obesitas, miom, kangker, kista, RETRO, herves, kelainan sperma, sal tuba. Dll yuk konsul GRATISSS add bbm km 5A910056",abreviasi,0,0
aamiin,amin,Aamiin allahumma aamiin,elongasi,0,0
yaa,ya,Ngeri yaa ini masih cobaan?? @ernibudiani,elongasi,0,0
kebayang,terbayang,@terawaty iya kebayang kalo lebih dr itu -_-,afiksasi,0,0
dr,dari,@terawaty iya kebayang kalo lebih dr itu -_-,abreviasi,0,0
aamiin,amin,Aamiin amiinn ya Rabbal allamin,elongasi,0,0
"mdh""",mudah-mudah,"Amiin...mdh"" an qt umat rasulullah bz berkumpul bersama dibarisannya....",reduplikasi,abreviasi,0
qt,kita,"Amiin...mdh"" an qt umat rasulullah bz berkumpul bersama dibarisannya....",abreviasi,homofon,0
bz,bisa,"Amiin...mdh"" an qt umat rasulullah bz berkumpul bersama dibarisannya....",abreviasi,subtitusi,0
